classification_id,user_id,subject_id,subject_data,annotations
6287,157,133,"{""133"": {""num_classifications"": 34, ""sdss_specobjid"": 1967062637564946432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6288,139,169,"{""169"": {""num_classifications"": 34, ""sdss_specobjid"": 1557259811173722112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6289,113,4,"{""4"": {""num_classifications"": 34, ""sdss_specobjid"": 1371485495082641408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6290,70,29,"{""29"": {""num_classifications"": 34, ""sdss_specobjid"": 1380401710169614336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6291,85,151,"{""151"": {""num_classifications"": 34, ""sdss_specobjid"": 2221511624454334464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6292,16,19,"{""19"": {""num_classifications"": 34, ""sdss_specobjid"": 2240580180408035328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6293,180,103,"{""103"": {""num_classifications"": 34, ""sdss_specobjid"": 1781253691404216320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6294,112,157,"{""157"": {""num_classifications"": 34, ""sdss_specobjid"": 2723686359389726720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6295,22,124,"{""124"": {""num_classifications"": 34, ""sdss_specobjid"": 2998341067067123712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6296,140,78,"{""78"": {""num_classifications"": 34, ""sdss_specobjid"": 2815888105037391872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6297,185,107,"{""107"": {""num_classifications"": 34, ""sdss_specobjid"": 2985895424671377408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6298,27,64,"{""64"": {""num_classifications"": 34, ""sdss_specobjid"": 1906262124674443264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6299,160,108,"{""108"": {""num_classifications"": 34, ""sdss_specobjid"": 2394954093341730816}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6300,122,187,"{""187"": {""num_classifications"": 34, ""sdss_specobjid"": 958141410341578752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6301,31,145,"{""145"": {""num_classifications"": 34, ""sdss_specobjid"": 2374685139679602688}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6302,69,116,"{""116"": {""num_classifications"": 34, ""sdss_specobjid"": 1071917774625859584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6303,164,92,"{""92"": {""num_classifications"": 34, ""sdss_specobjid"": 1190160631362250752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6304,50,22,"{""22"": {""num_classifications"": 34, ""sdss_specobjid"": 2043538632651859968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6305,117,9,"{""9"": {""num_classifications"": 34, ""sdss_specobjid"": 2671916123049453568}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6306,196,128,"{""128"": {""num_classifications"": 34, ""sdss_specobjid"": 2910554132261660672}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6307,33,16,"{""16"": {""num_classifications"": 34, ""sdss_specobjid"": 1859034251903657984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6308,50,189,"{""189"": {""num_classifications"": 34, ""sdss_specobjid"": 2001942458488875008}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6309,147,138,"{""138"": {""num_classifications"": 34, ""sdss_specobjid"": 2393696525826942976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6310,125,144,"{""144"": {""num_classifications"": 34, ""sdss_specobjid"": 1971587407857870848}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6311,93,143,"{""143"": {""num_classifications"": 34, ""sdss_specobjid"": 2039066638094985216}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6312,3,17,"{""17"": {""num_classifications"": 34, ""sdss_specobjid"": 445890478437591040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6313,105,177,"{""177"": {""num_classifications"": 34, ""sdss_specobjid"": 1378167777939974144}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6314,50,184,"{""184"": {""num_classifications"": 34, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6315,163,48,"{""48"": {""num_classifications"": 34, ""sdss_specobjid"": 300637017459419136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6316,9,45,"{""45"": {""num_classifications"": 34, ""sdss_specobjid"": 957093025366960128}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6317,38,88,"{""88"": {""num_classifications"": 34, ""sdss_specobjid"": 2393697075582756864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6318,142,125,"{""125"": {""num_classifications"": 34, ""sdss_specobjid"": 2039115291484514304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6319,41,121,"{""121"": {""num_classifications"": 34, ""sdss_specobjid"": 2285670877838206976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6320,119,156,"{""156"": {""num_classifications"": 34, ""sdss_specobjid"": 1537008730229467136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6321,141,131,"{""131"": {""num_classifications"": 34, ""sdss_specobjid"": 1473816768291039232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6322,186,89,"{""89"": {""num_classifications"": 34, ""sdss_specobjid"": 1916397967548377088}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6323,138,100,"{""100"": {""num_classifications"": 34, ""sdss_specobjid"": 2410607563914635264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6324,105,90,"{""90"": {""num_classifications"": 34, ""sdss_specobjid"": 1378153209410906112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6325,65,173,"{""173"": {""num_classifications"": 34, ""sdss_specobjid"": 1396266013690980352}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6326,51,146,"{""146"": {""num_classifications"": 34, ""sdss_specobjid"": 1178838139037313024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6327,88,77,"{""77"": {""num_classifications"": 34, ""sdss_specobjid"": 1974868625567279104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6328,43,59,"{""59"": {""num_classifications"": 34, ""sdss_specobjid"": 694824313307555840}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6329,136,123,"{""123"": {""num_classifications"": 34, ""sdss_specobjid"": 2366661739308673024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6330,125,185,"{""185"": {""num_classifications"": 34, ""sdss_specobjid"": 1948992727291029504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6331,177,23,"{""23"": {""num_classifications"": 34, ""sdss_specobjid"": 1337632630585190400}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6332,114,58,"{""58"": {""num_classifications"": 34, ""sdss_specobjid"": 1507733403556931584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6333,153,71,"{""71"": {""num_classifications"": 34, ""sdss_specobjid"": 957152948750673920}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6334,32,84,"{""84"": {""num_classifications"": 34, ""sdss_specobjid"": 2066133882872293376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6335,164,161,"{""161"": {""num_classifications"": 34, ""sdss_specobjid"": 602448018041497600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6336,131,109,"{""109"": {""num_classifications"": 34, ""sdss_specobjid"": 1018957052220827648}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6337,139,41,"{""41"": {""num_classifications"": 34, ""sdss_specobjid"": 2169722425900558336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6338,194,57,"{""57"": {""num_classifications"": 34, ""sdss_specobjid"": 1362388685496018944}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6339,163,53,"{""53"": {""num_classifications"": 34, ""sdss_specobjid"": 961587554610604032}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6340,22,8,"{""8"": {""num_classifications"": 34, ""sdss_specobjid"": 1578682691635668992}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6341,97,186,"{""186"": {""num_classifications"": 34, ""sdss_specobjid"": 374938451679668224}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6342,92,119,"{""119"": {""num_classifications"": 34, ""sdss_specobjid"": 683488353391241216}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6343,142,34,"{""34"": {""num_classifications"": 34, ""sdss_specobjid"": 1184570438429206528}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6344,39,69,"{""69"": {""num_classifications"": 34, ""sdss_specobjid"": 1894961069118482432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6345,5,171,"{""171"": {""num_classifications"": 34, ""sdss_specobjid"": 2015519227951212544}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6346,135,63,"{""63"": {""num_classifications"": 34, ""sdss_specobjid"": 2837422873289713664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6347,78,56,"{""56"": {""num_classifications"": 34, ""sdss_specobjid"": 1020227258415081472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6348,159,162,"{""162"": {""num_classifications"": 34, ""sdss_specobjid"": 3341678971891771392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6349,179,46,"{""46"": {""num_classifications"": 34, ""sdss_specobjid"": 2030141087963703296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6350,164,97,"{""97"": {""num_classifications"": 34, ""sdss_specobjid"": 2072838137037481984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6351,47,141,"{""141"": {""num_classifications"": 34, ""sdss_specobjid"": 424608886645876736}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6352,174,114,"{""114"": {""num_classifications"": 34, ""sdss_specobjid"": 587828362102204416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6353,122,178,"{""178"": {""num_classifications"": 34, ""sdss_specobjid"": 957092200733239296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6354,146,33,"{""33"": {""num_classifications"": 34, ""sdss_specobjid"": 1613442105215051776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6355,163,11,"{""11"": {""num_classifications"": 34, ""sdss_specobjid"": 1382626022091941888}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6356,25,87,"{""87"": {""num_classifications"": 34, ""sdss_specobjid"": 575467937528309760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6357,29,67,"{""67"": {""num_classifications"": 34, ""sdss_specobjid"": 1623632928988751872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6358,189,176,"{""176"": {""num_classifications"": 34, ""sdss_specobjid"": 1649491518865565696}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6359,92,31,"{""31"": {""num_classifications"": 34, ""sdss_specobjid"": 2981511396547651584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6360,183,160,"{""160"": {""num_classifications"": 34, ""sdss_specobjid"": 2985927585386489856}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6361,43,39,"{""39"": {""num_classifications"": 34, ""sdss_specobjid"": 2398288087844153344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6362,34,115,"{""115"": {""num_classifications"": 34, ""sdss_specobjid"": 2844198888540235776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6363,40,62,"{""62"": {""num_classifications"": 34, ""sdss_specobjid"": 973963106898176000}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6364,32,149,"{""149"": {""num_classifications"": 34, ""sdss_specobjid"": 1121436208820414464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6365,95,12,"{""12"": {""num_classifications"": 34, ""sdss_specobjid"": 2168562990821959680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6366,187,26,"{""26"": {""num_classifications"": 34, ""sdss_specobjid"": 2028965430676187136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6367,41,54,"{""54"": {""num_classifications"": 34, ""sdss_specobjid"": 2269901961983715328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6368,38,52,"{""52"": {""num_classifications"": 34, ""sdss_specobjid"": 2106621179761551360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6369,129,80,"{""80"": {""num_classifications"": 34, ""sdss_specobjid"": 2738244166759770112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6370,139,165,"{""165"": {""num_classifications"": 34, ""sdss_specobjid"": 1983875825325336576}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6371,114,126,"{""126"": {""num_classifications"": 34, ""sdss_specobjid"": 1852224422107179008}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6372,187,20,"{""20"": {""num_classifications"": 34, ""sdss_specobjid"": 2942046075868964864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6373,173,37,"{""37"": {""num_classifications"": 34, ""sdss_specobjid"": 2980368179500443648}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6374,143,130,"{""130"": {""num_classifications"": 34, ""sdss_specobjid"": 2098837186001528832}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6375,29,95,"{""95"": {""num_classifications"": 34, ""sdss_specobjid"": 2382463366288402432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6376,32,5,"{""5"": {""num_classifications"": 34, ""sdss_specobjid"": 1797108375188695040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6377,166,140,"{""140"": {""num_classifications"": 34, ""sdss_specobjid"": 1334309356556019712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6378,48,152,"{""152"": {""num_classifications"": 34, ""sdss_specobjid"": 3107625930361694208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6379,34,129,"{""129"": {""num_classifications"": 34, ""sdss_specobjid"": 1089972855115900928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6380,174,79,"{""79"": {""num_classifications"": 34, ""sdss_specobjid"": 1319600916596287488}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6381,188,61,"{""61"": {""num_classifications"": 34, ""sdss_specobjid"": 1628085401828747264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6382,138,117,"{""117"": {""num_classifications"": 34, ""sdss_specobjid"": 2821531075182880768}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6383,6,147,"{""147"": {""num_classifications"": 34, ""sdss_specobjid"": 3090637921343006720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6384,117,73,"{""73"": {""num_classifications"": 34, ""sdss_specobjid"": 2428651382379669504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6385,106,1,"{""1"": {""num_classifications"": 34, ""sdss_specobjid"": 956054538329024512}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6386,168,82,"{""82"": {""num_classifications"": 34, ""sdss_specobjid"": 914298108903450624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6387,15,166,"{""166"": {""num_classifications"": 34, ""sdss_specobjid"": 1390611500267235328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6388,66,36,"{""36"": {""num_classifications"": 34, ""sdss_specobjid"": 3248345551502075904}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6389,197,15,"{""15"": {""num_classifications"": 34, ""sdss_specobjid"": 2986008674369038336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6390,29,99,"{""99"": {""num_classifications"": 34, ""sdss_specobjid"": 2401694375470983168}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6391,177,66,"{""66"": {""num_classifications"": 34, ""sdss_specobjid"": 2925149601629497344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6392,7,55,"{""55"": {""num_classifications"": 34, ""sdss_specobjid"": 1169837811294038016}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6393,138,180,"{""180"": {""num_classifications"": 34, ""sdss_specobjid"": 1122619559770089472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6394,6,6,"{""6"": {""num_classifications"": 34, ""sdss_specobjid"": 1321933530900490240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6395,67,183,"{""183"": {""num_classifications"": 34, ""sdss_specobjid"": 665489617117538304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6396,98,28,"{""28"": {""num_classifications"": 34, ""sdss_specobjid"": 649678095942445056}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6397,21,35,"{""35"": {""num_classifications"": 34, ""sdss_specobjid"": 1048284325465843712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6398,123,106,"{""106"": {""num_classifications"": 34, ""sdss_specobjid"": 1535775902800046080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6399,50,13,"{""13"": {""num_classifications"": 34, ""sdss_specobjid"": 1912947150371710976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6400,125,181,"{""181"": {""num_classifications"": 34, ""sdss_specobjid"": 2262052000478816256}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6401,93,188,"{""188"": {""num_classifications"": 34, ""sdss_specobjid"": 1981690815323334656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6402,183,42,"{""42"": {""num_classifications"": 34, ""sdss_specobjid"": 2924009408054716416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6403,63,110,"{""110"": {""num_classifications"": 34, ""sdss_specobjid"": 1320702902645319680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6404,79,174,"{""174"": {""num_classifications"": 34, ""sdss_specobjid"": 2489471135297595392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6405,101,14,"{""14"": {""num_classifications"": 34, ""sdss_specobjid"": 1032542613816764416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6406,164,70,"{""70"": {""num_classifications"": 34, ""sdss_specobjid"": 2558137834250725376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6407,42,101,"{""101"": {""num_classifications"": 34, ""sdss_specobjid"": 1490706371874678784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6408,34,2,"{""2"": {""num_classifications"": 34, ""sdss_specobjid"": 2406155648749299712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6409,196,167,"{""167"": {""num_classifications"": 34, ""sdss_specobjid"": 1146213703872440320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
